"Data_subset","Order","Species_name","Common_name","Conservation_status","Bird_region","N_Years","Beta_dd","SE(Beta_dd)","Beta_dd/SE(Beta_dd)","Beta_km","SE_(Beta_km)","Direction","t_Value","p_Value","Significance","Correlation_Structure","Hand_Wing_Index","Habitat_Density","Migration","Territoriality","Thermal_Optimum","Thermal_Range","Thermal_Range_Precision","SSI"
"Combined","Passeriformes","Sialia sialis","Eastern Bluebird","LC","Intermediate",55,-0.0329250765882143,0.0118589089303483,2.77640015465127,-3.66521952580002,1.32013374212637,"Southward",-2.77640015465126,0.00758016534041499,"Significant","AR1",32.8,"Semi-open","Partial","Weak",20.165280073357,11.9900582482908,"Precise",0.93087237667742
"Combined","Passeriformes","Sitta canadensis","Red-breasted Nuthatch","LC","Widespread",52,0.0378145776680443,0.045531703725597,0.830510931370787,4.20951878600669,5.06858925873346,"Northward",0.830510931370788,0.410198177887703,"Non-Significant","AR1",26.2,"Dense","Migrant","Weak",11.7808262714066,17.5518342457946,"Precise",0.765976520432015
"Combined","Passeriformes","Sitta carolinensis","White-breasted Nuthatch","LC","Widespread",55,-0.0794819258393817,0.0368501758885964,2.1568940696421,-8.84792798443997,4.10216157991855,"Southward",-2.15689406964209,0.0355689110441129,"Significant","AR2",31.2,"Dense","Resident","Weak",16.8595343029095,13.8300712741483,"Precise",0.900210858617233
"Combined","Passeriformes","Sitta pusilla","Brown-headed Nuthatch","LC","East",55,0.0235749461400554,0.00393360795569602,5.99321193305956,2.62436300431097,0.437889237628081,"Northward",5.99321193305956,1.8561645737105e-07,"Significant","AR1",23.3,"Dense","Resident","Strong",18.3291772230869,6.04782053224222,"Precise",2.0002815060588
"Combined","Passeriformes","Sitta pygmaea","Pygmy Nuthatch","LC","West",28,-0.0699050594922221,0.103334768012738,0.67649118333149,-7.78183122267416,11.503226375178,"Southward",-0.676491183331489,0.50470305039608,"Non-Significant","AR1",18,"Dense","Resident","Strong",8.07059890045866,38.103725,"Imprecise",3
"Combined","Piciformes","Sphyrapicus nuchalis","Red-naped Sapsucker","LC","West",47,-0.0450469008938428,0.0255427016415655,1.76359186768788,-5.01462100750258,2.84341354673907,"Southward",-1.76359186768788,0.0845895300763372,"Non-Significant","AR1",31.7,"Semi-open","Migrant","Weak",12.0695202038422,9.37662945974425,"Precise",1.89170444030257
"Combined","Piciformes","Sphyrapicus ruber","Red-breasted Sapsucker","LC","West",29,0.0286811774943249,0.0169937812098422,1.68774548407824,3.19278867866825,1.89174772427963,"Northward",1.68774548407825,0.102980494806423,"Non-Significant","AR1",30.4,"Semi-open","Partial","Weak",11.1596006763586,4.62170877097778,"Precise",2.54241024311365
"Combined","Piciformes","Sphyrapicus thyroideus","Williamson's Sapsucker","LC","West",29,0.0377634082256558,0.0332522991783607,1.13566307169012,4.20382260368,3.70164594453511,"Northward",1.13566307169012,0.266078323676109,"Non-Significant","AR1",32.2,"Dense","Partial","Weak",8.66366367859019,35.9233333333333,"Imprecise",3
"Combined","Piciformes","Sphyrapicus varius","Yellow-bellied Sapsucker","LC","Widespread",54,-0.0317532371526078,0.0215421156340064,1.47400736733964,-3.5347703598283,2.39806831237759,"Southward",-1.47400736733964,0.146508148116854,"Non-Significant","AR1",33.9,"Dense","Migrant","Weak",13.796965347035,7.31035298242931,"Precise",1.62413830157679
"Combined","Passeriformes","Spinus pinus","Pine Siskin","LC","Widespread",51,0.0663341965686054,0.0301914749685296,2.19711679001273,7.38432276201715,3.36091499349671,"Northward",2.19711679001273,0.0327708083516031,"Significant","AR1",35.2,"Dense","Resident","Weak",2.88989626074428,12.5006085465251,"Precise",1.28927570813157
"Combined","Passeriformes","Spinus psaltria","Lesser Goldfinch","LC","Intermediate",49,0.0126632382872656,0.041265174593897,0.306874705169391,1.40967168613841,4.59363923579261,"Northward",0.306874705169391,0.760294267324211,"Non-Significant","AR1",26,"Semi-open","Resident","Weak",21.7795952923326,37.0142333333333,"Imprecise",1.858757634601
"Combined","Passeriformes","Spinus tristis","American Goldfinch","LC","Widespread",55,0.00960640938651477,0.0439533735609881,0.218559091333121,1.06938549290682,4.8928895448092,"Northward",0.21855909133312,0.827832945087948,"Non-Significant","AR1",27.6,"Dense","Resident","Weak",20.2333237605726,15.0462762296414,"Precise",0.81209159365495
"Combined","Passeriformes","Spiza americana","Dickcissel","LC","Widespread",55,-0.0336883169455699,0.0427161757185309,0.788654798302916,-3.75018344238084,4.75516468098686,"Southward",-0.788654798302917,0.433827415793223,"Non-Significant","AR2",26.4,"Open","Migrant","Weak",23.0744757265079,8.99760140330459,"Precise",1.36319655088285
"Combined","Passeriformes","Spizella breweri","Brewer's Sparrow","LC","West",53,-0.0240406676854462,0.0115043572577144,2.08970107124632,-2.67620712674387,1.28066504992877,"Southward",-2.08970107124633,0.0416509276880861,"Significant","AR1",20.5,"Semi-open","Migrant","Weak",8.48365099453345,3.37275708839172,"Precise",1.73498692260445
"Combined","Passeriformes","Spizella pallida","Clay-colored Sparrow","LC","Widespread",53,0.00277088371744582,0.0368585938419491,0.0751760560733126,0.308454775426069,4.10309866648577,"Northward",0.0751760560733125,0.940368747768809,"Non-Significant","AR2",18.6,"Semi-open","Migrant","Weak",15.715062113781,4.75548301194685,"Precise",0.881909068865136
"Combined","Passeriformes","Spizella passerina","Chipping Sparrow","LC","Widespread",55,-0.0329190623285432,0.0303133732625968,1.08595840005578,-3.66455001841343,3.37448471159228,"Southward",-1.08595840005578,0.282412068848989,"Non-Significant","AR1",24.2,"Semi-open","Migrant","Weak",18.0199510599898,25.3395623110632,"Precise",0.393640621287893
"Combined","Passeriformes","Spizella pusilla","Field Sparrow","LC","Widespread",55,0.0302770346967968,0.0277087890832687,1.0926870389684,3.37043950244742,3.08454240074947,"Northward",1.0926870389684,0.279473194773487,"Non-Significant","AR2",16.7,"Semi-open","Partial","Weak",18.7402511853589,11.4705832909388,"Precise",0.750775573285208
"Combined","Passeriformes","Stelgidopteryx serripennis","Northern Rough-winged Swallow","LC","Widespread",55,0.0839101536275471,0.0189034685052799,4.43887605092739,9.34087830181854,2.10433411400776,"Northward",4.43887605092738,4.61480544880696e-05,"Significant","AR1",50.7,"Open","Migrant","None",35.1415460423314,35.9233333333333,"Imprecise",1.06240342496551
"Combined","Passeriformes","Sturnella magna","Eastern Meadowlark","NT","Widespread",55,-0.0192465676251975,0.0540668556173164,0.355977195371304,-2.14252790803699,6.01872236731966,"Southward",-0.355977195371303,0.723270730576987,"Non-Significant","AR2",24.8,"Open","Partial","Weak",14.4938088746608,22.8170804283235,"Precise",1.08222865958284
"Combined","Passeriformes","Sturnella neglecta","Western Meadowlark","LC","Widespread",54,-0.126069343995897,0.0436896655220085,2.88556441184907,-14.0340393736233,4.86353356590999,"Southward",-2.88556441184907,0.00567583728495455,"Significant","AR2",27.8,"Open","Partial","Weak",13.624165478754,14.5422471470802,"Precise",1.81981722515502
"Combined","Passeriformes","Sturnus vulgaris","European Starling","LC","Widespread",55,-0.00283773948639588,0.00617433904413706,0.459602147875326,-0.315897159625589,0.687327422393338,"Southward",-0.459602147875325,0.647681567015894,"Non-Significant","AR1",38.4,"Open","Partial","None",14.8278490027242,17.2029911921917,"Precise",1.19882703049501
"Combined","Passeriformes","Tachycineta bicolor","Tree Swallow","LC","Widespread",55,0.0842217667981299,0.0206733406858918,4.07393115983455,9.37556707996782,2.30135628515348,"Northward",4.07393115983455,0.000155350310724677,"Significant","AR1",53,"Open","Migrant","None",16.0612801908445,20.6550688420642,"Precise",0.714867726663861
"Combined","Passeriformes","Tachycineta thalassina","Violet-green Swallow","LC","West",49,0.106232351814638,0.10223292769562,1.03912070415244,11.8257854040055,11.3805695110764,"Northward",1.03912070415244,0.304064963901015,"Non-Significant","AR1",54.5,"Open","Migrant","None",3.57012396365204,10.2090814378633,"Precise",1.3541142405858
"Combined","Passeriformes","Thryomanes bewickii","Bewick's Wren","LC","Widespread",54,-0.0347073350581224,0.04662115732369,0.744454600668746,-3.86362053867019,5.18986723327317,"Southward",-0.744454600668745,0.459952716424813,"Non-Significant","AR2",13.8,"Semi-open","Partial","Weak",28.9045113358331,12.3197403955076,"Precise",1.5977675635741
"Combined","Passeriformes","Thryothorus ludovicianus","Carolina Wren","LC","East",55,0.0765289182146935,0.0339591304494493,2.25355941691771,8.51919917565968,3.7803304016327,"Northward",2.25355941691772,0.028384937045742,"Significant","AR2",11.4,"Semi-open","Resident","Strong",24.3114128403983,9.66309999099593,"Precise",0.725181277582439
"Combined","Passeriformes","Toxostoma rufum","Brown Thrasher","LC","Widespread",55,-0.0399629599897613,0.104494649612541,0.382440250653418,-4.44867670606023,11.6323443948681,"Southward",-0.382440250653419,0.703664217868037,"Non-Significant","AR2",13.9,"Dense","Partial","Weak",21.9530500443432,13.9821337212494,"Precise",0.666821437884127
"Combined","Passeriformes","Troglodytes aedon","House Wren","LC","Widespread",55,-0.0035626330478004,0.0117673153763584,0.30275665552043,-0.39659231088114,1.30993754769622,"Southward",-0.302756655520431,0.763260428270403,"Non-Significant","AR1",12.9,"Open","Resident","Strong",16.8992374982413,14.7301062026604,"Precise",0.757074964795698
"Combined","Passeriformes","Troglodytes hiemalis","Winter Wren","LC","Intermediate",54,-0.0204114586392497,0.0172304226325353,1.1846174104115,-2.27220357572128,1.91809064745383,"Southward",-1.18461741041151,0.241554963286712,"Non-Significant","AR2",17,"Dense","Migrant","Weak",10.9429035582921,6.22540453828915,"Precise",1.19492881430687
"Combined","Passeriformes","Troglodytes pacificus","Pacific Wren","LC","West",44,0.119189036539617,0.0606612832187223,1.96482880373409,13.2681235475902,6.75281404790817,"Northward",1.96482880373409,0.0560719581874094,"Non-Significant","AR1",19,"Dense","Migrant","Weak",9.09760929968483,0.793412101743083,"Precise",1.37397537159692
"Combined","Passeriformes","Turdus migratorius","American Robin","LC","Widespread",55,-0.0264112592867229,0.011164878831911,2.36556613684291,-2.94010138379799,1.24287431156833,"Southward",-2.36556613684291,0.0216930944387455,"Significant","AR2",29,"Open","Migrant","Weak",17.8180493012325,23.1193578411736,"Precise",0.343042079783955
"Combined","Galliformes","Tympanuchus phasianellus","Sharp-tailed Grouse","LC","West",13,0.0152613178531154,0.0201867389118144,0.756007095538528,1.69888990340881,2.24718777566318,"Northward",0.756007095538527,0.46552717282776,"Non-Significant","AR2",39.6,"Open","Resident","None",4.39700567172287,46.0673666666667,"Imprecise",2.84902756708268
"Combined","Passeriformes","Tyrannus forficatus","Scissor-tailed Flycatcher","LC","Intermediate",54,-0.0362344458026314,0.0148584551609099,2.43864152835741,-4.03361850674893,1.65404322851249,"Southward",-2.43864152835741,0.0181936264410887,"Significant","AR1",37.5,"Semi-open","Migrant","Weak",30.4943144287905,12.5484949141377,"Precise",0.809524695624087
"Combined","Passeriformes","Tyrannus tyrannus","Eastern Kingbird","LC","Widespread",55,-0.0276664146339531,0.0566017411949756,0.488790875507713,-3.07982527705166,6.30090582982468,"Southward",-0.488790875507713,0.627006326849697,"Non-Significant","AR1",33.3,"Semi-open","Migrant","Weak",23.4222448376878,16.7904906767443,"Precise",0.866314905436624
"Combined","Passeriformes","Tyrannus verticalis","Western Kingbird","LC","Widespread",54,0.0179706970626258,0.137276242246698,0.130909010681767,2.0004979970115,15.2815912869024,"Northward",0.130909010681767,0.896352438606342,"Non-Significant","AR2",33.2,"Open","Migrant","Weak",20.1737893598918,12.0638314656567,"Precise",1.37684693666199
"Combined","Passeriformes","Vermivora chrysoptera","Golden-winged Warbler","NT","East",54,0.0207870534837316,0.0552093125251475,0.376513536086203,2.314014793809,6.14590067029942,"Northward",0.376513536086203,0.708067141711021,"Non-Significant","AR2",25.9,"Semi-open","Migrant","Weak",16.5487205954354,35.9233333333333,"Imprecise",1.67435076102612
"Combined","Passeriformes","Vermivora cyanoptera","Blue-winged Warbler","LC","East",55,-0.0122689374528941,0.00973794810863641,1.25990992311953,-1.36577811725617,1.08402838345341,"Southward",-1.25990992311953,0.213221502230705,"Non-Significant","AR1",25.2,"Dense","Migrant","Weak",17.5984063550957,4.8176786659772,"Precise",1.33008191206697
"Combined","Passeriformes","Vireo bellii","Bell's Vireo","LC","Intermediate",53,0.0193239456419198,0.0101991561966818,1.8946612120919,2.15114162885851,1.13537006781462,"Northward",1.89466121209191,0.0638135845417412,"Non-Significant","AR1",19.4,"Semi-open","Migrant","Weak",28.8006142283071,12.6127508112208,"Precise",1.47266878431411
"Combined","Passeriformes","Vireo cassinii","Cassin's Vireo","LC","West",53,0.0979873013633717,0.0382200962027904,2.56376385981514,10.9079463877705,4.25466110929463,"Northward",2.56376385981514,0.0133447062358979,"Significant","AR1",27.9,"Semi-open","Migrant","Weak",8.27991640167606,7.66614790503844,"Precise",1.32730872862188
"Combined","Passeriformes","Vireo flavifrons","Yellow-throated Vireo","LC","Intermediate",55,-0.0191625137431438,0.0228725923902809,0.837793697197455,-2.13317102988677,2.54617698488607,"Southward",-0.837793697197455,0.405908894118653,"Non-Significant","AR1",33.8,"Semi-open","Migrant","Weak",22.8512219871671,13.0789408722697,"Precise",0.925286711757153
"Combined","Passeriformes","Vireo gilvus","Warbling Vireo","LC","Widespread",55,0.0794084454723755,0.0398551592275019,1.99242574892487,8.83974814998484,4.43667632520551,"Northward",1.99242574892487,0.0514859090386706,"Non-Significant","AR2",23.5,"Dense","Migrant","Weak",3.75132681474378,20.3587412723706,"Precise",0.766018660497522
"Combined","Passeriformes","Vireo griseus","White-eyed Vireo","LC","East",55,-0.0253573223791954,0.0188008265761281,1.348734444016,-2.82277712725203,2.09290801445458,"Southward",-1.348734444016,0.183157257522447,"Non-Significant","AR1",17.9,"Semi-open","Migrant","Strong",23.2118221743968,13.3148751819983,"Precise",1.04086632713699
"Combined","Passeriformes","Vireo olivaceus","Red-eyed Vireo","LC","Widespread",55,0.15995960185947,0.104707151632188,1.52768554359468,17.8067028789962,11.6560001196952,"Northward",1.52768554359469,0.132537127385594,"Non-Significant","AR2",29.8,"Dense","Migrant","Weak",15.43095062331,16.1778915164974,"Precise",0.954090230734522
"Combined","Passeriformes","Vireo philadelphicus","Philadelphia Vireo","LC","Intermediate",27,0.400059181565924,0.577492159011278,0.692752577369819,44.5345880919187,64.2864271411355,"Northward",0.692752577369819,0.494850328059927,"Non-Significant","AR2",25.6,"Dense","Migrant","Weak",15.6297323822407,1.56785662504688,"Precise",2.80126889784193
"Combined","Passeriformes","Vireo plumbeus","Plumbeous Vireo","LC","West",29,-0.0278208801122024,0.0219381410480324,1.26815120986277,-3.09702037409037,2.44215386146697,"Southward",-1.26815120986277,0.215570425565681,"Non-Significant","AR2",28.6,"Semi-open","Migrant","Weak",9.06369802835886,40.2433333333333,"Imprecise",2.43163212291454
"Combined","Passeriformes","Vireo solitarius","Blue-headed Vireo","LC","Intermediate",54,0.0185391451640241,0.0158518034412769,1.16952908435324,2.06377763965916,1.76462275908294,"Northward",1.16952908435323,0.247523467507922,"Non-Significant","AR1",29.3,"Dense","Migrant","Weak",14.433092339925,6.53227572671256,"Precise",2.4099867341972
"Combined","Passeriformes","Vireo vicinior","Gray Vireo","LC","West",18,0.0996299481788629,0.0260541920648691,3.82395078422722,11.090805831271,2.90035266066123,"Northward",3.82395078422722,0.00149524571736401,"Significant","AR1",15.5,"Semi-open","Migrant","None",16.071090471035,43.51195,"Imprecise",2.89878519620048
"Combined","Columbiformes","Zenaida macroura","Mourning Dove","LC","Widespread",55,-0.0536965572617351,0.0701888105505148,0.765030164218123,-5.97750075437635,7.81341839048331,"Southward",-0.765030164218123,0.447646838388831,"Non-Significant","AR2",36.6,"Open","Resident","None",23.4355396250807,22.4182007391025,"Precise",0.501852004166166
"Combined","Passeriformes","Zonotrichia albicollis","White-throated Sparrow","LC","Widespread",55,0.117983173274888,0.0310376154082464,3.80129632135145,13.1338868489605,3.45510734724599,"Northward",3.80129632135144,0.000373492313024108,"Significant","AR1",19.7,"Semi-open","Migrant","Weak",14.5730998242239,7.20668075011378,"Precise",0.916255868938331
