"Data_subset","Order","Species_name","Common_name","Conservation_status","Bird_region","N_Years","Beta_dd","SE(Beta_dd)","Beta_dd/SE(Beta_dd)","Beta_km","SE_(Beta_km)","Direction","t_Value","p_Value","Significance","Correlation_Structure","Hand_Wing_Index","Habitat_Density","Migration","Territoriality","Thermal_Optimum","Thermal_Range","Thermal_Range_Precision","SSI"
"West","Passeriformes","Gymnorhinus cyanocephalus","Pinyon Jay","VU","West",49,0.00305068038928764,0.00832482442515507,0.366455823388829,0.3396017409355,0.926719455008262,"Northward",0.366455823388829,0.715669537022935,"Non-Significant","AR1",26.6,"Semi-open","Partial","Weak",6.82904335962445,47.11405,"Imprecise",2.7361846447135
"West","Passeriformes","Haemorhous cassinii","Cassin's Finch","LC","West",50,-0.160185384813025,0.0245551376665411,6.52349772940976,-17.8318370373859,2.73347792503936,"Southward",-6.52349772940977,3.958148229294e-08,"Significant","AR2",28.8,"Semi-open","Resident","Weak",9.16239915790677,6.02377448503388,"Precise",1.6217523107413
"West","Passeriformes","Haemorhous purpureus","Purple Finch","LC","Widespread",49,0.221487987236758,0.0641945030682157,3.45026406702449,24.6560427391959,7.14613208155377,"Northward",3.45026406702449,0.00119317194471623,"Significant","AR1",28.1,"Semi-open","Partial","Weak",14.7783729229083,10.7383513825769,"Precise",1.33912824432457
"West","Accipitriformes","Haliaeetus leucocephalus","Bald Eagle","LC","Widespread",19,-0.0186642111313205,0.019198975348246,0.972146210554182,-2.0776999831386,2.13722993576674,"Southward",-0.972146210554179,0.34460796316113,"Non-Significant","AR1",41.4,"Open","Migrant","Weak",5.51774174074009,5.39483572469753,"Precise",2.26175302765067
"West","Passeriformes","Hirundo rustica","Barn Swallow","LC","Widespread",53,-0.0116518439384084,0.0263803575218304,0.441686354279551,-1.29708326722362,2.93666139933016,"Southward",-0.441686354279551,0.660583356291194,"Non-Significant","AR1",52.6,"Open","Migrant","None",21.0430631711644,23.1395966253469,"Precise",0.789297686792038
"West","Passeriformes","Icteria virens","Yellow-breasted Chat","LC","Widespread",47,-0.180525705417832,0.0677090575958647,2.6661972833138,-20.0961215271131,7.53737229157166,"Southward",-2.6661972833138,0.0106188171122678,"Significant","AR1",21.3,"Semi-open","Resident","Weak",24.9287183324351,8.11207545143339,"Precise",0.748069191171204
"West","Passeriformes","Icterus galbula","Baltimore Oriole","LC","Widespread",54,0.068326687015315,0.14349824365469,0.476149988147133,7.60612679854486,15.9742244836401,"Northward",0.476149988147134,0.635962085111878,"Non-Significant","AR2",27.4,"Dense","Migrant","None",18.9896373553546,11.2369052513687,"Precise",1.2046118380962
"West","Passeriformes","Ixoreus naevius","Varied Thrush","LC","West",39,0.133675997724656,0.0538754694310806,2.48120339620723,14.8808120667087,5.99741725706789,"Northward",2.48120339620724,0.0177636843316467,"Significant","AR2",33.4,"Dense","Migrant","Weak",5.61578073402773,13.9768604455308,"Precise",1.20766366989966
"West","Passeriformes","Lanius ludovicianus","Loggerhead Shrike","NT","Widespread",47,-0.0188013422992947,0.0120547235903791,1.55966598141662,-2.09296542475749,1.341931830081,"Southward",-1.55966598141662,0.125844787933213,"Non-Significant","AR1",22.6,"Open","Migrant","Strong",23.7389888847589,15.2595852302967,"Precise",1.06194788955059
"West","Passeriformes","Leiothlypis peregrina","Tennessee Warbler","LC","Widespread",18,-0.124935052950723,0.0717955557434518,1.74015023154296,-13.9077700944745,7.99228126536105,"Southward",-1.74015023154295,0.101027526350297,"Non-Significant","AR1",25.9,"Dense","Migrant","Weak",14.304075851257,12.8486102505736,"Precise",1.62961602067269
"West","Passeriformes","Leiothlypis ruficapilla","Nashville Warbler","LC","Widespread",42,0.164247036772803,0.0396524564374251,4.14216549312648,18.2839801335484,4.41411145061416,"Northward",4.14216549312648,0.000172862239289216,"Significant","AR1",23.6,"Dense","Migrant","Weak",14.7401951294735,7.9854419376677,"Precise",1.05588158811164
"West","Passeriformes","Leiothlypis virginiae","Virginia's Warbler","LC","West",29,-0.000549383579035531,0.0330701562323073,0.0166126695978176,-0.0611573800182353,3.68136979178045,"Southward",-0.0166126695978176,0.986867771033956,"Non-Significant","AR1",18.9,"Semi-open","Migrant","Weak",13.9291200570844,35.9233333333333,"Imprecise",2.61741023895572
"West","Piciformes","Melanerpes erythrocephalus","Red-headed Woodpecker","LC","Widespread",54,0.00301274497893351,0.00910914117471603,0.330738641673037,0.335378771054878,1.01402959556939,"Northward",0.330738641673037,0.742170926256924,"Non-Significant","AR2",29.1,"Dense","Resident","Strong",24.6416021567184,10.8228077842326,"Precise",1.53320563745484
"West","Piciformes","Melanerpes lewis","Lewis's Woodpecker","LC","West",28,-0.0414392512715994,0.0276707537909137,1.49758302880809,-4.61301745155444,3.08030831200451,"Southward",-1.49758302880809,0.146284721329936,"Non-Significant","AR1",31.4,"Semi-open","Migrant","Weak",11.5776991254483,3.953213441141,"Precise",NA
"West","Galliformes","Meleagris gallopavo","Wild Turkey","LC","Widespread",25,0.0390018915051289,0.10598345041079,0.367999827840651,4.34169056235095,11.7980776997291,"Northward",0.367999827840651,0.716238456705417,"Non-Significant","AR1",26,"Semi-open","Resident","None",14.1999895333447,21.9689897214937,"Precise",0.73119666035133
"West","Passeriformes","Melospiza melodia","Song Sparrow","LC","Widespread",53,-0.061885758412606,0.0174559909028881,3.54524465307592,-6.8891226264913,1.9432009073095,"Southward",-3.54524465307592,0.000850553361616496,"Significant","AR1",20.1,"Semi-open","Partial","Strong",14.2657740792158,16.1486117227071,"Precise",0.643353547214984
"West","Passeriformes","Mimus polyglottos","Northern Mockingbird","LC","Widespread",53,-0.00976541945612245,0.0122156218131838,0.799420578458237,-1.08708649385555,1.35984302024362,"Southward",-0.799420578458239,0.427754269491492,"Non-Significant","AR2",20.6,"Semi-open","Migrant","Weak",26.365939565923,14.0364044078286,"Precise",0.675181754318217
"West","Passeriformes","Molothrus ater","Brown-headed Cowbird","LC","Widespread",54,-0.00973715446641658,0.00596221895044332,1.63314271873437,-1.08394003520149,0.66371421356335,"Southward",-1.63314271873437,0.108480269674758,"Non-Significant","AR1",33,"Semi-open","Migrant","None",18.8236387288585,27.1999930093927,"Precise",1.31281396559458
"West","Passeriformes","Myadestes townsendi","Townsend's Solitaire","LC","West",37,-0.243968787307436,0.138507828832743,1.76140792447222,-27.1586054030638,15.418691505661,"Southward",-1.76140792447222,0.0869039506642592,"Non-Significant","AR1",29.9,"Semi-open","Partial","Strong",7.17728115395559,12.4334002851684,"Precise",1.93794166409926
"West","Passeriformes","Myiarchus crinitus","Great Crested Flycatcher","LC","Widespread",45,0.000690342899473981,0.0230709345906538,0.0299226239301829,0.0768489715694436,2.56825643863158,"Northward",0.0299226239301829,0.976267216135751,"Non-Significant","AR2",21.4,"Dense","Migrant","Strong",26.0722693229953,13.8895425835818,"Precise",0.713443279782296
"West","Passeriformes","Nucifraga columbiana","Clark's Nutcracker","LC","West",49,-0.220006123468661,0.0414180097915801,5.31184681677743,-24.4910816645313,4.6106528499987,"Southward",-5.31184681677743,2.90949207940736e-06,"Significant","AR1",32.2,"Dense","Partial","Weak",-1.34512016957734,5.13015297241299,"Precise",3
"West","Galliformes","Oreortyx pictus","Mountain Quail","LC","West",29,0.0939230658533322,0.0260611771525938,3.60394564310708,10.4555156907929,2.90113024062674,"Northward",3.60394564310707,0.0012491336094069,"Significant","AR2",31.6,"Semi-open","Resident","Weak",10.4462028012754,42.345,"Imprecise",1.51963569025765
"West","Passeriformes","Oreoscoptes montanus","Sage Thrasher","LC","West",52,0.00417893280650128,0.0158017857415121,0.264459528490062,0.465198800019722,1.75905478874513,"Northward",0.264459528490063,0.79251294738815,"Non-Significant","AR2",26,"Open","Migrant","Weak",6.36042632939681,3.56071561211492,"Precise",1.82085192072244
"West","Passeriformes","Parkesia noveboracensis","Northern Waterthrush","LC","Widespread",31,0.0271247646417747,0.0599608915681141,0.452374271502645,3.01952879992236,6.67484644936246,"Northward",0.452374271502644,0.65436530577922,"Non-Significant","AR1",28,"Dense","Migrant","Weak",11.3682855435644,13.5383755059022,"Precise",1.27173107242763
"West","Passeriformes","Passerculus sandwichensis","Savannah Sparrow","LC","Widespread",53,0.00902020970470548,0.115687113757457,0.0779707385873308,1.00412974432781,12.8782895034801,"Northward",0.0779707385873309,0.93815644018937,"Non-Significant","AR2",24.1,"Open","Migrant","Weak",18.7769563405925,22.2660148944255,"Precise",1.03048286011173
"West","Passeriformes","Passerina amoena","Lazuli Bunting","LC","West",53,-0.0222205651378297,0.037233367066706,0.596791719051895,-2.4735933111432,4.14481842186571,"Southward",-0.596791719051894,0.553286638890132,"Non-Significant","AR1",23.4,"Semi-open","Migrant","Weak",9.57867140353149,8.55070864511197,"Precise",1.80344840330868
"West","Passeriformes","Passerina cyanea","Indigo Bunting","LC","Widespread",29,0.0102681618425823,0.0109661490803418,0.936350743305986,1.14305177631626,1.22075171562365,"Northward",0.936350743305992,0.357392908052242,"Non-Significant","AR1",22.5,"Semi-open","Migrant","Weak",23.37431689533,10.3479901716277,"Precise",0.757966479038201
"West","Columbiformes","Patagioenas fasciata","Band-tailed Pigeon","LC","West",46,0.133573550789232,0.0367919925471395,3.63050602975883,14.8694076738573,4.09568461034757,"Northward",3.63050602975884,0.000733777226930352,"Significant","AR1",36.2,"Semi-open","Resident","None",11.6106576123565,36.2994,"Imprecise",1.94742572267807
"West","Passeriformes","Petrochelidon pyrrhonota","Cliff Swallow","LC","Widespread",53,0.117468028280233,0.0634971414060864,1.84997348981404,13.0765409081555,7.06850178132554,"Northward",1.84997348981404,0.0701151122692625,"Non-Significant","AR2",49,"Open","Migrant","None",17.0090997554644,37.65318,"Imprecise",1.27406293608075
"West","Passeriformes","Peucaea cassinii","Cassin's Sparrow","LC","Widespread",10,-0.062275616520633,0.181396797846476,0.343311553786851,-6.93252163107686,20.1930915362697,"Southward",-0.343311553786851,0.740211783599951,"Non-Significant","AR1",16.4,"Open","Partial","Weak",30.1790248591202,35.798,"Imprecise",1.84240448544098
"West","Galliformes","Phasianus colchicus","Ring-necked Pheasant","LC","Widespread",54,0.0976585862659667,0.0249022334481245,3.92167981516219,10.8713538231274,2.77211662744522,"Northward",3.9216798151622,0.00025883924425829,"Significant","AR2",25.8,"Semi-open","Resident","None",12.0581930009345,9.18017996513585,"Precise",1.2295939199079
"West","Passeriformes","Pheucticus ludovicianus","Rose-breasted Grosbeak","LC","Widespread",47,0.0230435177159884,0.0190886436814714,1.20718465389743,2.56520439214383,2.1249478146214,"Northward",1.20718465389743,0.233668299322387,"Non-Significant","AR1",26.5,"Semi-open","Migrant","Weak",17.1980159750458,9.88152049983916,"Precise",1.11656923829501
"West","Passeriformes","Pheucticus melanocephalus","Black-headed Grosbeak","LC","West",52,0.108902683658243,0.106130030645516,1.02612505617743,12.1230467448356,11.8143950114588,"Northward",1.02612505617743,0.309771467591397,"Non-Significant","AR2",24.2,"Semi-open","Migrant","Weak",12.5692166762717,12.2571380613738,"Precise",1.51668678571333
"West","Passeriformes","Pipilo chlorurus","Green-tailed Towhee","LC","West",51,0.0254359337990392,0.021562836255556,1.1796191139969,2.83152815050904,2.40037493196849,"Northward",1.1796191139969,0.24384737163191,"Non-Significant","AR2",16.8,"Semi-open","Migrant","Weak",7.91628220403181,7.02645718069242,"Precise",1.46788568717238
"West","Passeriformes","Pipilo maculatus","Spotted Towhee","LC","West",53,-0.0259311450022005,0.0665153453828723,0.389852068766041,-2.88665506164496,7.40448824802134,"Southward",-0.389852068766042,0.698269333219366,"Non-Significant","AR1",13.7,"Semi-open","Partial","Weak",8.56297437606855,8.69410033847134,"Precise",0.874719540186828
"West","Passeriformes","Piranga ludoviciana","Western Tanager","LC","West",51,0.206601227803549,0.184012081311329,1.12275904022846,22.9988486790911,20.4842248915771,"Northward",1.12275904022846,0.267011167999696,"Non-Significant","AR2",28.6,"Dense","Migrant","Weak",12.3606942526236,11.572287920923,"Precise",1.00806616449744
"West","Passeriformes","Poecile atricapillus","Black-capped Chickadee","LC","Widespread",50,0.00998542182911736,0.0219922837181521,0.454042061165096,1.11157715801734,2.44818102350469,"Northward",0.454042061165096,0.651845000433644,"Non-Significant","AR2",18.6,"Dense","Resident","Weak",12.9518894802537,18.2185082446547,"Precise",0.696269168621181
"West","Passeriformes","Poecile gambeli","Mountain Chickadee","LC","West",52,0.0629095559248323,0.0587827309606752,1.07020471653346,7.00309176555233,6.54369361054236,"Northward",1.07020471653347,0.289666346932196,"Non-Significant","AR1",19.2,"Dense","Resident","Weak",6.13031956257583,11.3561938387823,"Precise",1.48510908379522
"West","Passeriformes","Poecile rufescens","Chestnut-backed Chickadee","LC","West",41,0.174289083483539,0.0580978349610882,2.99992389734095,19.4018607733876,6.46745098786834,"Northward",2.99992389734096,0.00468751650071192,"Significant","AR1",17.8,"Dense","Resident","Weak",7.71498299995457,40.2433333333333,"Imprecise",1.53022639943158
"West","Passeriformes","Polioptila caerulea","Blue-gray Gnatcatcher","LC","Widespread",29,0.00367894937570392,0.0265462882115511,0.138586206342139,0.40954064450336,2.95513280370987,"Northward",0.13858620634214,0.890805620375732,"Non-Significant","AR2",19.1,"Semi-open","Migrant","Weak",21.1300173765564,10.9171679749367,"Precise",0.579134334624152
"West","Passeriformes","Pooecetes gramineus","Vesper Sparrow","LC","Widespread",54,0.0067546820401921,0.0322834690079527,0.209230366121068,0.751931204714185,3.59379576996529,"Northward",0.209230366121068,0.835085931537389,"Non-Significant","AR1",23.9,"Open","Migrant","Weak",15.7671480371349,16.8004931536626,"Precise",1.26973701619097
"West","Passeriformes","Progne subis","Purple Martin","LC","Widespread",24,-0.367388580720447,0.173391741893593,2.11883551493419,-40.8976968058002,19.3019687075948,"Southward",-2.11883551493418,0.0456310657067833,"Significant","AR1",52,"Semi-open","Resident","None",25.1761043665854,10.5810269854026,"Precise",1.04812901689389
"West","Passeriformes","Quiscalus quiscula","Common Grackle","NT","Widespread",54,0.0140382955013971,0.020402187083504,0.688077971441975,1.56274305521553,2.27117146613567,"Northward",0.688077971441975,0.494461838370602,"Non-Significant","AR1",25.9,"Open","Partial","None",18.4065884213331,14.2208968533404,"Precise",1.4592807706135
"West","Passeriformes","Regulus calendula","Ruby-crowned Kinglet","LC","Widespread",48,0.0354612606084236,0.0732439529598045,0.484152741290252,3.94754753092971,8.15351684348544,"Northward",0.484152741290252,0.630574644161304,"Non-Significant","AR1",22,"Dense","Migrant","Weak",7.04099951991119,15.0823131166517,"Precise",1.00585147169322
"West","Passeriformes","Regulus satrapa","Golden-crowned Kinglet","LC","Widespread",40,0.11580222936638,0.0471857271018857,2.45417918677685,12.8911041730654,5.25271514098192,"Northward",2.45417918677684,0.0188151486382147,"Significant","AR2",23.6,"Dense","Migrant","Weak",12.4254324347468,13.2155599976138,"Precise",0.921617207609746
"West","Passeriformes","Rhynchophanes mccownii","Thick-billed Longspur","LC","West",26,-0.063497028278632,0.0838081502042171,0.757647414051109,-7.06848918797731,9.32952328073345,"Southward",-0.757647414051109,0.456037294030839,"Non-Significant","AR1",22.8,"Open","Migrant","Weak",12.4715592663594,7.71842022393176,"Precise",2.46165444641937
"West","Passeriformes","Salpinctes obsoletus","Rock Wren","LC","West",51,-0.0239978479468909,0.0525492895696968,0.456673118578744,-2.67144043344789,5.84978691489865,"Southward",-0.456673118578744,0.649924020320404,"Non-Significant","AR2",17.3,"Open","Resident","Strong",7.37927048732915,12.2506450397612,"Precise",2.05859295688494
"West","Passeriformes","Sayornis nigricans","Black Phoebe","LC","West",39,-0.024229325152942,0.0339386184983788,0.71391607039336,-2.6972084760255,3.77804701123953,"Southward",-0.71391607039336,0.479758694546292,"Non-Significant","AR1",22,"Semi-open","Resident","Weak",16.1129923514514,42.345,"Imprecise",1.52666624195446
"West","Passeriformes","Sayornis phoebe","Eastern Phoebe","LC","Widespread",27,-0.0382317978579408,0.0146006041391325,2.61850793937163,-4.25596373754597,1.62533925276823,"Southward",-2.61850793937163,0.0147867432995125,"Significant","AR1",20.6,"Semi-open","Migrant","Weak",18.8704811670245,17.0309884268077,"Precise",0.710427175292921
"West","Passeriformes","Sayornis saya","Say's Phoebe","LC","West",50,-0.0143955727530228,0.11269554684554,0.127738612180953,-1.6025151588665,12.5452682748455,"Southward",-0.127738612180953,0.898889502306407,"Non-Significant","AR2",25.6,"Open","Migrant","Weak",15.1270392776329,5.61994959437023,"Precise",1.32404929100779
"West","Passeriformes","Seiurus aurocapilla","Ovenbird","LC","Widespread",42,0.0735912121325847,0.0309977000680497,2.37408620546134,8.19217373459933,3.45066397157529,"Northward",2.37408620546134,0.0224809096834881,"Significant","AR1",24.9,"Dense","Migrant","Weak",15.7972747311243,9.99303944525002,"Precise",0.855224245730628
"West","Passeriformes","Setophaga coronata"," Yellow-rumped Warbler","LC","Widespread",51,0.0392595809769689,0.087365506823644,0.449371638811851,4.37037655435618,9.72552821960805,"Northward",0.449371638811852,0.655145036652408,"Non-Significant","AR2",24.5,"Dense","Migrant","Weak",2.05699664388203,13.8362497180933,"Precise",1.20548099116062
"West","Passeriformes","Setophaga nigrescens","Black-throated Gray Warbler","LC","West",50,-0.0170117381566379,0.0230209878403112,0.738966471579872,-1.89374669159693,2.56269636638344,"Southward",-0.738966471579875,0.463525739364031,"Non-Significant","AR1",23.4,"Dense","Migrant","Weak",12.7590597891258,1.7370110141627,"Precise",2.11772898748756
"West","Passeriformes","Setophaga occidentalis","Hermit Warbler","LC","West",26,-0.0213009026853255,0.0579315694137764,0.367690758266598,-2.37121648693043,6.44894230714159,"Southward",-0.367690758266598,0.716326617606661,"Non-Significant","AR2",26.9,"Dense","Migrant","Weak",13.1912479170396,35.9233333333333,"Imprecise",1.57064550666049
"West","Passeriformes","Setophaga petechia","Yellow Warbler","LC","Widespread",52,-0.0492177923996935,0.0351098778598085,1.40182180627962,-5.47892464993388,3.90843160335388,"Southward",-1.40182180627962,0.167146054603486,"Non-Significant","AR1",23.6,"Dense","Migrant","Weak",17.7536358351996,20.878254854498,"Precise",0.599310585001137
"West","Passeriformes","Setophaga ruticilla","American Redstart","LC","Widespread",28,-0.0580741605060864,0.024517358478058,2.36869565528686,-6.46481554753754,2.72927234577742,"Southward",-2.36869565528686,0.0255644547695755,"Significant","AR2",24.6,"Dense","Migrant","Weak",15.658666583879,12.5062386899236,"Precise",0.970118967640949
"West","Passeriformes","Setophaga townsendi","Townsend's Warbler","LC","West",36,0.229694584438588,0.0847293329154601,2.71092166708983,25.5696011397036,9.43206934014902,"Northward",2.71092166708982,0.0104417166234277,"Significant","AR1",27.8,"Dense","Migrant","Weak",-0.75521753373577,9.19943954562651,"Precise",1.49199325840901
"West","Passeriformes","Sialia currucoides","Mountain Bluebird","LC","West",53,-0.174721237232103,0.0977087209668951,1.78818467280214,-19.4499681286777,10.8769348180348,"Southward",-1.78818467280214,0.079687496639518,"Non-Significant","AR2",36.6,"Open","Migrant","Weak",9.11287175778557,13.6991197798155,"Precise",1.63988259184979
"West","Passeriformes","Sitta canadensis","Red-breasted Nuthatch","LC","Widespread",49,0.304804210478935,0.104870705671724,2.90647620349825,33.930804710515,11.6742069553763,"Northward",2.90647620349824,0.00556012502663433,"Significant","AR2",26.2,"Dense","Migrant","Weak",11.7808262714066,17.5518342457946,"Precise",0.765976520432015
"West","Passeriformes","Sitta carolinensis","White-breasted Nuthatch","LC","Widespread",49,-0.0631476383955043,0.0129066168255941,4.89265616612102,-7.02959510618754,1.43676458502513,"Southward",-4.89265616612101,1.20816293350888e-05,"Significant","AR2",31.2,"Dense","Resident","Weak",16.8595343029095,13.8300712741483,"Precise",0.900210858617233
"West","Passeriformes","Sitta pygmaea","Pygmy Nuthatch","LC","West",28,-0.0699050594922221,0.103334768012738,0.67649118333149,-7.78183122267416,11.503226375178,"Southward",-0.676491183331489,0.50470305039608,"Non-Significant","AR1",18,"Dense","Resident","Strong",8.07059890045866,38.103725,"Imprecise",3
"West","Piciformes","Sphyrapicus nuchalis","Red-naped Sapsucker","LC","West",47,-0.0450469008938428,0.0255427016415655,1.76359186768788,-5.01462100750258,2.84341354673907,"Southward",-1.76359186768788,0.0845895300763372,"Non-Significant","AR1",31.7,"Semi-open","Migrant","Weak",12.0695202038422,9.37662945974425,"Precise",1.89170444030257
"West","Piciformes","Sphyrapicus ruber","Red-breasted Sapsucker","LC","West",29,0.0286811774943249,0.0169937812098422,1.68774548407824,3.19278867866825,1.89174772427963,"Northward",1.68774548407825,0.102980494806423,"Non-Significant","AR1",30.4,"Semi-open","Partial","Weak",11.1596006763586,4.62170877097778,"Precise",2.54241024311365
"West","Piciformes","Sphyrapicus thyroideus","Williamson's Sapsucker","LC","West",29,0.0377634082256558,0.0332522991783607,1.13566307169012,4.20382260368,3.70164594453511,"Northward",1.13566307169012,0.266078323676109,"Non-Significant","AR1",32.2,"Dense","Partial","Weak",8.66366367859019,35.9233333333333,"Imprecise",3
"West","Piciformes","Sphyrapicus varius","Yellow-bellied Sapsucker","LC","Widespread",18,-0.105562168717508,0.036480954734734,2.89362407001374,-11.751180621633,4.06105988107059,"Southward",-2.89362407001372,0.010580061926879,"Significant","AR1",33.9,"Dense","Migrant","Weak",13.796965347035,7.31035298242931,"Precise",1.62413830157679
"West","Passeriformes","Spinus pinus","Pine Siskin","LC","Widespread",30,-0.0899628315899597,0.0543870419007769,1.65412253444647,-10.0146624125943,6.05436550439448,"Southward",-1.65412253444647,0.109271794088396,"Non-Significant","AR1",35.2,"Dense","Resident","Weak",2.88989626074428,12.5006085465251,"Precise",1.28927570813157
"West","Passeriformes","Spinus tristis","American Goldfinch","LC","Widespread",54,0.0142142954979616,0.0269091665855573,0.528232468767379,1.58233537483309,2.99552842430424,"Northward",0.528232468767379,0.59958520705881,"Non-Significant","AR1",27.6,"Dense","Resident","Weak",20.2333237605726,15.0462762296414,"Precise",0.81209159365495
"West","Passeriformes","Spiza americana","Dickcissel","LC","Widespread",54,-0.0368025241341041,0.0300293295082357,1.22555264259266,-4.09685698660847,3.3428649608568,"Southward",-1.22555264259267,0.225888948894941,"Non-Significant","AR1",26.4,"Open","Migrant","Weak",23.0744757265079,8.99760140330459,"Precise",1.36319655088285
"West","Passeriformes","Spizella breweri","Brewer's Sparrow","LC","West",53,-0.0240406676854462,0.0115043572577144,2.08970107124632,-2.67620712674387,1.28066504992877,"Southward",-2.08970107124633,0.0416509276880861,"Significant","AR1",20.5,"Semi-open","Migrant","Weak",8.48365099453345,3.37275708839172,"Precise",1.73498692260445
"West","Passeriformes","Spizella pallida","Clay-colored Sparrow","LC","Widespread",48,-0.050186404933877,0.019308757994691,2.59915241299704,-5.58675059723919,2.149450939969,"Southward",-2.59915241299704,0.0125182375420376,"Significant","AR1",18.6,"Semi-open","Migrant","Weak",15.715062113781,4.75548301194685,"Precise",0.881909068865136
"West","Passeriformes","Spizella passerina","Chipping Sparrow","LC","Widespread",53,0.128647960653472,0.048317076302683,2.66257750877878,14.3210909799445,5.37865693401467,"Northward",2.66257750877879,0.0103484096135799,"Significant","AR1",24.2,"Semi-open","Migrant","Weak",18.0199510599898,25.3395623110632,"Precise",0.393640621287893
"West","Passeriformes","Spizella pusilla","Field Sparrow","LC","Widespread",33,0.0226075156968494,0.0304834868922819,0.741631552083807,2.51666864737328,3.39342176084882,"Northward",0.741631552083805,0.463892525177821,"Non-Significant","AR1",16.7,"Semi-open","Partial","Weak",18.7402511853589,11.4705832909388,"Precise",0.750775573285208
"West","Passeriformes","Stelgidopteryx serripennis","Northern Rough-winged Swallow","LC","Widespread",53,0.130822471966348,0.0407495541832403,3.2104025329473,14.5631575792939,4.53624037167831,"Northward",3.21040253294731,0.00229521870026716,"Significant","AR1",50.7,"Open","Migrant","None",35.1415460423314,35.9233333333333,"Imprecise",1.06240342496551
"West","Passeriformes","Sturnella magna","Eastern Meadowlark","NT","Widespread",26,0.0605487099640555,0.0157227359952168,3.85102885289658,6.74028239319866,1.75025497098753,"Northward",3.85102885289657,0.000767099491315909,"Significant","AR1",24.8,"Open","Partial","Weak",14.4938088746608,22.8170804283235,"Precise",1.08222865958284
"West","Passeriformes","Sturnella neglecta","Western Meadowlark","LC","Widespread",54,0.135949028775859,0.125857703827451,1.08018043108623,15.1338458833286,14.0104795900718,"Northward",1.08018043108623,0.285046440685541,"Non-Significant","AR2",27.8,"Open","Partial","Weak",13.624165478754,14.5422471470802,"Precise",1.81981722515502
"West","Passeriformes","Sturnus vulgaris","European Starling","LC","Widespread",53,0.120753203361758,0.0505443643235577,2.38905375461369,13.4422465982309,5.62659863649844,"Northward",2.38905375461369,0.0206287985242733,"Significant","AR1",38.4,"Open","Partial","None",14.8278490027242,17.2029911921917,"Precise",1.19882703049501
"West","Passeriformes","Tachycineta bicolor","Tree Swallow","LC","Widespread",53,0.0079854320893952,0.0450903205141912,0.177098587863929,0.888938300191474,5.01945447963976,"Northward",0.177098587863929,0.860132424574487,"Non-Significant","AR1",53,"Open","Migrant","None",16.0612801908445,20.6550688420642,"Precise",0.714867726663861
"West","Passeriformes","Tachycineta thalassina","Violet-green Swallow","LC","West",49,0.106232351814638,0.10223292769562,1.03912070415244,11.8257854040055,11.3805695110764,"Northward",1.03912070415244,0.304064963901015,"Non-Significant","AR1",54.5,"Open","Migrant","None",3.57012396365204,10.2090814378633,"Precise",1.3541142405858
"West","Passeriformes","Thryomanes bewickii","Bewick's Wren","LC","Widespread",46,-0.00925923252981141,0.0153554079076314,0.602994891800283,-1.03073776521861,1.70936400827753,"Southward",-0.602994891800285,0.549607768928103,"Non-Significant","AR2",13.8,"Semi-open","Partial","Weak",28.9045113358331,12.3197403955076,"Precise",1.5977675635741
"West","Passeriformes","Toxostoma rufum","Brown Thrasher","LC","Widespread",54,0.125756414850424,0.0361186663127028,3.48175687777807,13.9992041011492,4.02072993393008,"Northward",3.48175687777808,0.00101810395361768,"Significant","AR1",13.9,"Dense","Partial","Weak",21.9530500443432,13.9821337212494,"Precise",0.666821437884127
"West","Passeriformes","Troglodytes aedon","House Wren","LC","Widespread",54,0.125756414850424,0.0361186663127028,3.48175687777807,13.9992041011492,4.02072993393008,"Northward",3.48175687777808,0.00101810395361768,"Significant","AR1",12.9,"Open","Resident","Strong",16.8992374982413,14.7301062026604,"Precise",0.757074964795698
"West","Passeriformes","Troglodytes pacificus","Pacific Wren","LC","West",44,0.119189036539617,0.0606612832187223,1.96482880373409,13.2681235475902,6.75281404790817,"Northward",1.96482880373409,0.0560719581874094,"Non-Significant","AR1",19,"Dense","Migrant","Weak",9.09760929968483,0.793412101743083,"Precise",1.37397537159692
"West","Passeriformes","Turdus migratorius","American Robin","LC","Widespread",53,0.0717477403533688,0.0395264294141763,1.81518395202265,7.98695845613701,4.40008212238611,"Northward",1.81518395202265,0.0753778492154115,"Non-Significant","AR1",29,"Open","Migrant","Weak",17.8180493012325,23.1193578411736,"Precise",0.343042079783955
"West","Galliformes","Tympanuchus phasianellus","Sharp-tailed Grouse","LC","West",13,0.0152613178531154,0.0201867389118144,0.756007095538528,1.69888990340881,2.24718777566318,"Northward",0.756007095538527,0.46552717282776,"Non-Significant","AR2",39.6,"Open","Resident","None",4.39700567172287,46.0673666666667,"Imprecise",2.84902756708268
"West","Passeriformes","Tyrannus tyrannus","Eastern Kingbird","LC","Widespread",54,0.0201508952118823,0.0218101993049126,0.923920727645228,2.24319765498674,2.42791138662287,"Northward",0.923920727645229,0.359795212346998,"Non-Significant","AR2",33.3,"Semi-open","Migrant","Weak",23.4222448376878,16.7904906767443,"Precise",0.866314905436624
"West","Passeriformes","Tyrannus verticalis","Western Kingbird","LC","Widespread",52,-0.0779263224793571,0.0623471865127696,1.24987712899277,-8.67475821840203,6.94048880260151,"Southward",-1.24987712899277,0.217163149736245,"Non-Significant","AR1",33.2,"Open","Migrant","Weak",20.1737893598918,12.0638314656567,"Precise",1.37684693666199
